ParkName,ParkCode,LocationID,PeriodID,EventID,TransectNumber,SampleLocation,SampleLocationDescr,ChannelType,ChannelTypeDescr,HydroMoss_HY,Boulders_BO,Artificial_AR,SmallWoodDeb_SWD,LargeWoodDeb_LWD,TreesRoots_TR,OverhangVeg_OV,UndercutBank_UC,Bluff_BL,Comment
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,3,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,-1,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,3,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,island 10.8 m wide
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,3,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,3,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,island 18.8 m wide
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,4,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,island 12.3 m wide
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,5,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,7,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,8,R,Right,main,The channel that contains the majority of flow,0,0,0,0,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,9,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,9,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,11,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2009May19,BUFFRMFish2009May27,11,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,-1,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,1,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,2,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,3,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,4,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,5,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,6,M,Middle,main,The channel that contains the majority of flow,0,-1,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,6,R,Right,main,The channel that contains the majority of flow,0,-1,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,7,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,9,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,9,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,10,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,11,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2010May17,BUFFRMFish2010May27,11,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,4m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,0,6.9m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,1,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,5m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,4.2 m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,2,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,-1,0,0,4.5m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,3m Island
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,2.9m Gravel Bar
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,3,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,15.5m Island
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,4,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,L,Left,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,M,Middle,side channel,The channel that contains the lesser amount of flow,0,0,0,0,0,0,0,0,0,5m Island
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,5,R,Right,side channel,The channel that contains the lesser amount of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM01,BUFFRMFISH2013May20,BUFFRMFish2013May29,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
